100001;Heures BAL;31.12;24.04.2024;24.04.2024
100001;Heures SUP;-10.57;24.04.2024;24.04.2024
100001;Pont;14.80;24.04.2024;24.04.2024
100001;Unité Piquet;18.00;24.04.2024;24.04.2024
100001;Vacances;21.00;24.04.2024;24.04.2024
103002;Heures BAL;165.68;24.04.2024;24.04.2024
103002;Heures SUP;02.35;24.04.2024;24.04.2024
103002;Pont;14.80;24.04.2024;24.04.2024
103002;Unité Piquet;17.00;24.04.2024;24.04.2024
103002;Vacances;28.00;24.04.2024;24.04.2024
