100001;Heures BAL;31.12;24.04.2024;24.04.2024
100001;Heures SUP;-10.57;24.04.2024;24.04.2024
100001;Pont;14.80;24.04.2024;24.04.2024
100001;Unité Piquet;18.00;24.04.2024;24.04.2024
100001;Vacances;21.00;24.04.2024;24.04.2024
103002;Heures BAL;165.68;24.04.2024;24.04.2024
103002;Heures SUP;02.35;24.04.2024;24.04.2024
103002;Pont;14.80;24.04.2024;24.04.2024
103002;Unité Piquet;17.00;24.04.2024;24.04.2024
103002;Vacances;28.00;24.04.2024;24.04.2024
103003;Heures BAL;05.52;24.04.2024;24.04.2024
103003;Heures SUP;12.40;24.04.2024;24.04.2024
103003;Pont;14.80;24.04.2024;24.04.2024
103003;Unité Piquet;00.00;24.04.2024;24.04.2024
103003;Vacances;31.50;24.04.2024;24.04.2024
107001;Heures BAL;51.32;24.04.2024;24.04.2024
107001;Heures SUP;04.40;24.04.2024;24.04.2024
107001;Pont;10.83;24.04.2024;24.04.2024
107001;Unité Piquet;00.00;24.04.2024;24.04.2024
107001;Vacances;21.00;24.04.2024;24.04.2024
107003;Heures BAL;93.48;24.04.2024;24.04.2024
107003;Heures SUP;00.30;24.04.2024;24.04.2024
107003;Pont;13.60;24.04.2024;24.04.2024
107003;Unité Piquet;00.00;24.04.2024;24.04.2024
107003;Vacances;11.00;24.04.2024;24.04.2024
107004;Heures BAL;-00.70;24.04.2024;24.04.2024
107004;Heures SUP;00.00;24.04.2024;24.04.2024
107004;Pont;13.60;24.04.2024;24.04.2024
107004;Unité Piquet;00.00;24.04.2024;24.04.2024
107004;Vacances;23.00;24.04.2024;24.04.2024
108004;Heures BAL;-00.85;24.04.2024;24.04.2024
108004;Heures SUP;00.00;24.04.2024;24.04.2024
108004;Pont;13.57;24.04.2024;24.04.2024
108004;Unité Piquet;00.00;24.04.2024;24.04.2024
108004;Vacances;21.00;24.04.2024;24.04.2024
114002;Heures BAL;17.58;24.04.2024;24.04.2024
114002;Heures SUP;-10.95;24.04.2024;24.04.2024
114002;Pont;15.60;24.04.2024;24.04.2024
114002;Unité Piquet;00.00;24.04.2024;24.04.2024
114002;Vacances;25.00;24.04.2024;24.04.2024
116005;Heures BAL;25.93;24.04.2024;24.04.2024
116005;Heures SUP;06.85;24.04.2024;24.04.2024
116005;Pont;13.40;24.04.2024;24.04.2024
116005;Unité Piquet;00.00;24.04.2024;24.04.2024
116005;Vacances;23.50;24.04.2024;24.04.2024
118001;Heures BAL;25.02;24.04.2024;24.04.2024
118001;Heures SUP;52.15;24.04.2024;24.04.2024
118001;Pont;14.80;24.04.2024;24.04.2024
118001;Unité Piquet;00.00;24.04.2024;24.04.2024
118001;Vacances;30.00;24.04.2024;24.04.2024
118006;Heures BAL;09.85;24.04.2024;24.04.2024
118006;Heures SUP;20.40;24.04.2024;24.04.2024
118006;Pont;13.80;24.04.2024;24.04.2024
118006;Unité Piquet;00.00;24.04.2024;24.04.2024
118006;Vacances;21.00;24.04.2024;24.04.2024
122001;Heures BAL;00.00;24.04.2024;24.04.2024
122001;Heures SUP;00.00;24.04.2024;24.04.2024
122001;Pont;00.00;24.04.2024;24.04.2024
122001;Unité Piquet;00.00;24.04.2024;24.04.2024
122001;Vacances;47.50;24.04.2024;24.04.2024
122002;Heures BAL;164.82;24.04.2024;24.04.2024
122002;Heures SUP;50.50;24.04.2024;24.04.2024
122002;Pont;10.83;24.04.2024;24.04.2024
122002;Unité Piquet;00.00;24.04.2024;24.04.2024
122002;Vacances;22.00;24.04.2024;24.04.2024
123002;Heures BAL;87.37;24.04.2024;24.04.2024
123002;Heures SUP;51.27;24.04.2024;24.04.2024
123002;Pont;14.00;24.04.2024;24.04.2024
123002;Unité Piquet;00.00;24.04.2024;24.04.2024
123002;Vacances;34.00;24.04.2024;24.04.2024
123003;Heures BAL;-02.82;24.04.2024;24.04.2024
123003;Heures SUP;01.60;24.04.2024;24.04.2024
123003;Pont;14.60;24.04.2024;24.04.2024
123003;Unité Piquet;00.00;24.04.2024;24.04.2024
123003;Vacances;22.50;24.04.2024;24.04.2024
129001;Heures BAL;159.30;24.04.2024;24.04.2024
129001;Heures SUP;50.08;24.04.2024;24.04.2024
129001;Pont;15.60;24.04.2024;24.04.2024
129001;Unité Piquet;00.00;24.04.2024;24.04.2024
129001;Vacances;37.00;24.04.2024;24.04.2024
129002;Heures BAL;37.75;24.04.2024;24.04.2024
129002;Heures SUP;06.92;24.04.2024;24.04.2024
129002;Pont;14.20;24.04.2024;24.04.2024
129002;Unité Piquet;00.00;24.04.2024;24.04.2024
129002;Vacances;33.00;24.04.2024;24.04.2024
132001;Heures BAL;130.57;24.04.2024;24.04.2024
132001;Heures SUP;20.92;24.04.2024;24.04.2024
132001;Pont;12.67;24.04.2024;24.04.2024
132001;Unité Piquet;00.00;24.04.2024;24.04.2024
132001;Vacances;34.00;24.04.2024;24.04.2024
135001;Heures BAL;87.95;24.04.2024;24.04.2024
135001;Heures SUP;12.70;24.04.2024;24.04.2024
135001;Pont;15.00;24.04.2024;24.04.2024
135001;Unité Piquet;57.00;24.04.2024;24.04.2024
135001;Vacances;26.00;24.04.2024;24.04.2024
135003;Heures BAL;14.28;24.04.2024;24.04.2024
135003;Heures SUP;00.00;24.04.2024;24.04.2024
135003;Pont;14.80;24.04.2024;24.04.2024
135003;Unité Piquet;00.00;24.04.2024;24.04.2024
135003;Vacances;28.00;24.04.2024;24.04.2024
135004;Heures BAL;01.93;24.04.2024;24.04.2024
135004;Heures SUP;00.00;24.04.2024;24.04.2024
135004;Pont;15.00;24.04.2024;24.04.2024
135004;Unité Piquet;00.00;24.04.2024;24.04.2024
135004;Vacances;17.00;24.04.2024;24.04.2024
138003;Heures BAL;-01.07;24.04.2024;24.04.2024
138003;Heures SUP;03.10;24.04.2024;24.04.2024
138003;Pont;13.40;24.04.2024;24.04.2024
138003;Unité Piquet;00.00;24.04.2024;24.04.2024
138003;Vacances;14.00;24.04.2024;24.04.2024
138005;Heures BAL;22.43;24.04.2024;24.04.2024
138005;Heures SUP;15.85;24.04.2024;24.04.2024
138005;Pont;14.00;24.04.2024;24.04.2024
138005;Unité Piquet;00.00;24.04.2024;24.04.2024
138005;Vacances;17.00;24.04.2024;24.04.2024
140002;Heures BAL;00.00;24.04.2024;24.04.2024
140002;Heures SUP;00.00;24.04.2024;24.04.2024
140002;Pont;00.00;24.04.2024;24.04.2024
140002;Unité Piquet;00.00;24.04.2024;24.04.2024
140002;Vacances;34.50;24.04.2024;24.04.2024
147001;Heures BAL;43.22;24.04.2024;24.04.2024
147001;Heures SUP;15.47;24.04.2024;24.04.2024
147001;Pont;14.80;24.04.2024;24.04.2024
147001;Unité Piquet;00.00;24.04.2024;24.04.2024
147001;Vacances;28.00;24.04.2024;24.04.2024
147002;Heures BAL;16.35;24.04.2024;24.04.2024
147002;Heures SUP;00.00;24.04.2024;24.04.2024
147002;Pont;14.40;24.04.2024;24.04.2024
147002;Unité Piquet;00.00;24.04.2024;24.04.2024
147002;Vacances;25.00;24.04.2024;24.04.2024
150002;Heures BAL;23.62;24.04.2024;24.04.2024
150002;Heures SUP;00.00;24.04.2024;24.04.2024
150002;Pont;12.28;24.04.2024;24.04.2024
150002;Unité Piquet;00.00;24.04.2024;24.04.2024
150002;Vacances;28.00;24.04.2024;24.04.2024
150004;Heures BAL;139.72;24.04.2024;24.04.2024
150004;Heures SUP;36.35;24.04.2024;24.04.2024
150004;Pont;15.00;24.04.2024;24.04.2024
150004;Unité Piquet;00.00;24.04.2024;24.04.2024
150004;Vacances;38.00;24.04.2024;24.04.2024
154001;Heures BAL;82.32;24.04.2024;24.04.2024
154001;Heures SUP;03.18;24.04.2024;24.04.2024
154001;Pont;14.40;24.04.2024;24.04.2024
154001;Unité Piquet;17.00;24.04.2024;24.04.2024
154001;Vacances;24.00;24.04.2024;24.04.2024
154002;Heures BAL;14.75;24.04.2024;24.04.2024
154002;Heures SUP;06.78;24.04.2024;24.04.2024
154002;Pont;13.40;24.04.2024;24.04.2024
154002;Unité Piquet;00.00;24.04.2024;24.04.2024
154002;Vacances;21.00;24.04.2024;24.04.2024
158002;Heures BAL;00.00;24.04.2024;24.04.2024
158002;Heures SUP;00.00;24.04.2024;24.04.2024
158002;Pont;00.00;24.04.2024;24.04.2024
158002;Unité Piquet;00.00;24.04.2024;24.04.2024
158002;Vacances;25.00;24.04.2024;24.04.2024
160001;Heures BAL;20.45;24.04.2024;24.04.2024
160001;Heures SUP;50.00;24.04.2024;24.04.2024
160001;Pont;09.87;24.04.2024;24.04.2024
160001;Unité Piquet;00.00;24.04.2024;24.04.2024
160001;Vacances;29.00;24.04.2024;24.04.2024
161002;Heures BAL;25.72;24.04.2024;24.04.2024
161002;Heures SUP;60.98;24.04.2024;24.04.2024
161002;Pont;13.40;24.04.2024;24.04.2024
161002;Unité Piquet;18.00;24.04.2024;24.04.2024
161002;Vacances;36.00;24.04.2024;24.04.2024
161003;Heures BAL;31.65;24.04.2024;24.04.2024
161003;Heures SUP;05.98;24.04.2024;24.04.2024
161003;Pont;13.38;24.04.2024;24.04.2024
161003;Unité Piquet;00.00;24.04.2024;24.04.2024
161003;Vacances;20.00;24.04.2024;24.04.2024
161004;Heures BAL;36.93;24.04.2024;24.04.2024
161004;Heures SUP;08.28;24.04.2024;24.04.2024
161004;Pont;14.00;24.04.2024;24.04.2024
161004;Unité Piquet;49.00;24.04.2024;24.04.2024
161004;Vacances;22.00;24.04.2024;24.04.2024
162001;Heures BAL;149.95;24.04.2024;24.04.2024
162001;Heures SUP;01.43;24.04.2024;24.04.2024
162001;Pont;14.60;24.04.2024;24.04.2024
162001;Unité Piquet;00.00;24.04.2024;24.04.2024
162001;Vacances;20.00;24.04.2024;24.04.2024
162004;Heures BAL;03.05;24.04.2024;24.04.2024
162004;Heures SUP;00.00;24.04.2024;24.04.2024
162004;Pont;14.40;24.04.2024;24.04.2024
162004;Unité Piquet;00.00;24.04.2024;24.04.2024
162004;Vacances;7.00;24.04.2024;24.04.2024
163001;Heures BAL;31.25;24.04.2024;24.04.2024
163001;Heures SUP;00.52;24.04.2024;24.04.2024
163001;Pont;14.40;24.04.2024;24.04.2024
163001;Unité Piquet;35.00;24.04.2024;24.04.2024
163001;Vacances;25.00;24.04.2024;24.04.2024
165003;Heures BAL;-02.52;24.04.2024;24.04.2024
165003;Heures SUP;00.00;24.04.2024;24.04.2024
165003;Pont;14.20;24.04.2024;24.04.2024
165003;Unité Piquet;00.00;24.04.2024;24.04.2024
165003;Vacances;29.50;24.04.2024;24.04.2024
167001;Heures BAL;72.57;24.04.2024;24.04.2024
167001;Heures SUP;50.00;24.04.2024;24.04.2024
167001;Pont;14.20;24.04.2024;24.04.2024
167001;Unité Piquet;00.00;24.04.2024;24.04.2024
167001;Vacances;32.00;24.04.2024;24.04.2024
167002;Heures BAL;00.00;24.04.2024;24.04.2024
167002;Heures SUP;00.00;24.04.2024;24.04.2024
167002;Pont;00.00;24.04.2024;24.04.2024
167002;Unité Piquet;00.00;24.04.2024;24.04.2024
167002;Vacances;30.00;24.04.2024;24.04.2024
171002;Heures BAL;19.18;24.04.2024;24.04.2024
171002;Heures SUP;01.92;24.04.2024;24.04.2024
171002;Pont;13.20;24.04.2024;24.04.2024
171002;Unité Piquet;00.00;24.04.2024;24.04.2024
171002;Vacances;19.00;24.04.2024;24.04.2024
182001;Heures BAL;23.13;24.04.2024;24.04.2024
182001;Heures SUP;01.08;24.04.2024;24.04.2024
182001;Pont;09.15;24.04.2024;24.04.2024
182001;Unité Piquet;00.00;24.04.2024;24.04.2024
182001;Vacances;18.00;24.04.2024;24.04.2024
183001;Heures BAL;13.62;24.04.2024;24.04.2024
183001;Heures SUP;00.00;24.04.2024;24.04.2024
183001;Pont;09.87;24.04.2024;24.04.2024
183001;Unité Piquet;00.00;24.04.2024;24.04.2024
183001;Vacances;25.00;24.04.2024;24.04.2024
187001;Heures BAL;27.35;24.04.2024;24.04.2024
187001;Heures SUP;03.72;24.04.2024;24.04.2024
187001;Pont;14.20;24.04.2024;24.04.2024
187001;Unité Piquet;18.00;24.04.2024;24.04.2024
187001;Vacances;24.00;24.04.2024;24.04.2024
194001;Heures BAL;02.52;24.04.2024;24.04.2024
194001;Heures SUP;09.42;24.04.2024;24.04.2024
194001;Pont;13.13;24.04.2024;24.04.2024
194001;Unité Piquet;00.00;24.04.2024;24.04.2024
194001;Vacances;11.50;24.04.2024;24.04.2024
195001;Heures BAL;06.50;24.04.2024;24.04.2024
195001;Heures SUP;00.42;24.04.2024;24.04.2024
195001;Pont;14.40;24.04.2024;24.04.2024
195001;Unité Piquet;00.00;24.04.2024;24.04.2024
