100001;Heures BAL;32.40;31.08.2024;31.08.2024
100001;Heures SUP;-10.57;31.08.2024;31.08.2024
100001;Pont;21.20;31.08.2024;31.08.2024
100001;Unité Piquet;50.00;31.08.2024;31.08.2024
100001;Vacances;7.00;31.08.2024;31.08.2024
103002;Heures BAL;192.48;31.08.2024;31.08.2024
103002;Heures SUP;41.08;31.08.2024;31.08.2024
103002;Pont;21.40;31.08.2024;31.08.2024
103002;Unité Piquet;00.00;31.08.2024;31.08.2024
103002;Vacances;14.00;31.08.2024;31.08.2024
103003;Heures BAL;-00.13;31.08.2024;31.08.2024
103003;Heures SUP;00.20;31.08.2024;31.08.2024
103003;Pont;19.80;31.08.2024;31.08.2024
103003;Unité Piquet;00.00;31.08.2024;31.08.2024
103003;Vacances;9.50;31.08.2024;31.08.2024
107001;Heures BAL;58.70;31.08.2024;31.08.2024
107001;Heures SUP;14.28;31.08.2024;31.08.2024
107001;Pont;16.43;31.08.2024;31.08.2024
107001;Unité Piquet;00.00;31.08.2024;31.08.2024
107001;Vacances;6.50;31.08.2024;31.08.2024
107004;Heures BAL;00.02;31.08.2024;31.08.2024
107004;Heures SUP;00.00;31.08.2024;31.08.2024
107004;Pont;20.00;31.08.2024;31.08.2024
107004;Unité Piquet;00.00;31.08.2024;31.08.2024
107004;Vacances;8.00;31.08.2024;31.08.2024
108004;Heures BAL;-09.85;31.08.2024;31.08.2024
108004;Heures SUP;02.12;31.08.2024;31.08.2024
108004;Pont;19.57;31.08.2024;31.08.2024
108004;Unité Piquet;00.00;31.08.2024;31.08.2024
108004;Vacances;6.00;31.08.2024;31.08.2024
114002;Heures BAL;41.37;31.08.2024;31.08.2024
114002;Heures SUP;-10.95;31.08.2024;31.08.2024
114002;Pont;22.00;31.08.2024;31.08.2024
114002;Unité Piquet;00.00;31.08.2024;31.08.2024
114002;Vacances;10.00;31.08.2024;31.08.2024
116005;Heures BAL;83.42;31.08.2024;31.08.2024
116005;Heures SUP;09.48;31.08.2024;31.08.2024
116005;Pont;19.60;31.08.2024;31.08.2024
116005;Unité Piquet;00.00;31.08.2024;31.08.2024
116005;Vacances;6.50;31.08.2024;31.08.2024
117002;Heures BAL;00.00;31.08.2024;31.08.2024
117002;Heures SUP;00.00;31.08.2024;31.08.2024
117002;Pont;00.00;31.08.2024;31.08.2024
117002;Unité Piquet;00.00;31.08.2024;31.08.2024
117002;Vacances;0.00;31.08.2024;31.08.2024
118001;Heures BAL;11.78;31.08.2024;31.08.2024
118001;Heures SUP;63.75;31.08.2024;31.08.2024
118001;Pont;20.20;31.08.2024;31.08.2024
118001;Unité Piquet;00.00;31.08.2024;31.08.2024
118001;Vacances;10.00;31.08.2024;31.08.2024
118006;Heures BAL;08.62;31.08.2024;31.08.2024
118006;Heures SUP;12.40;31.08.2024;31.08.2024
118006;Pont;19.00;31.08.2024;31.08.2024
118006;Unité Piquet;00.00;31.08.2024;31.08.2024
118006;Vacances;0.00;31.08.2024;31.08.2024
122001;Heures BAL;00.00;31.08.2024;31.08.2024
122001;Heures SUP;00.00;31.08.2024;31.08.2024
122001;Pont;00.00;31.08.2024;31.08.2024
122001;Unité Piquet;00.00;31.08.2024;31.08.2024
122001;Vacances;21.50;31.08.2024;31.08.2024
122002;Heures BAL;188.28;31.08.2024;31.08.2024
122002;Heures SUP;50.70;31.08.2024;31.08.2024
122002;Pont;19.23;31.08.2024;31.08.2024
122002;Unité Piquet;00.00;31.08.2024;31.08.2024
122002;Vacances;16.00;31.08.2024;31.08.2024
123002;Heures BAL;93.58;31.08.2024;31.08.2024
