100001;Heures BAL;32.40;31.08.2024;31.08.2024
100001;Heures SUP;-10.57;31.08.2024;31.08.2024
100001;Pont;21.20;31.08.2024;31.08.2024
100001;Unité Piquet;50.00;31.08.2024;31.08.2024
100001;Vacances;7.00;31.08.2024;31.08.2024
103002;Heures BAL;192.48;31.08.2024;31.08.2024
103002;Heures SUP;41.08;31.08.2024;31.08.2024
103002;Pont;21.40;31.08.2024;31.08.2024
103002;Unité Piquet;00.00;31.08.2024;31.08.2024
103002;Vacances;14.00;31.08.2024;31.08.2024
103003;Heures BAL;-00.13;31.08.2024;31.08.2024
103003;Heures SUP;00.20;31.08.2024;31.08.2024
103003;Pont;19.80;31.08.2024;31.08.2024
103003;Unité Piquet;00.00;31.08.2024;31.08.2024
103003;Vacances;9.50;31.08.2024;31.08.2024
